-1.478556e-15, 2.690983e+00, &FF??CUELd? : &FJAGiAETh?
-1.036208e-15, 1.267949e+00, &FF`oCNBgu?
-1.031134e-15, 3.190983e+00, &FHao{LE???
-8.287524e-16, 2.697224e+00, &F@__G?@`h? : &FA_oGA?_w? : &FB?oGAB_Y? : &FB__GA@`h? : &FA?oOE?pT?
-7.892992e-16, 2.381966e+00, &FB_o?AB_q? : &FB`?WBBOi? : &FD`?[D@Ok?
-7.771561e-16, 1.413094e+00, &FB`OWBFSy?
-5.265970e-16, 3.585786e+00, &F@_O??@?o? : &FA__GA?_g? : &FA__OE?oc? : &FD@?S?BOO? : &FD@OS@BOQ?
-5.181041e-16, 1.438447e+00, &FB_oWABoy? : &FB`oWB@ow? : &FB`oWB@px? : &FD`oCLBgu? : &FF`_CFFdf?
-5.181041e-16, 1.381966e+00, &FF`oCJBhr? : &FFao}Me??? : &FLbw}Le???
-5.181041e-16, 1.881716e+00, &FB`OOBBPr?
-4.107825e-16, 2.267949e+00, &F@_oOC@os? : &FB?oWABoY? : &FB?oWAAsw? : &FB`?OBBPb? : &FD`_CLBKs? : &FE`oCJAgq?
-3.977510e-16, 8.299135e-01, &FF`o{W??z? : &FJbwyW??z?
-3.475378e-16, 1.913870e+00, &F@_OGC@?{? : &FA_oGAA_y? : &FA_oWA?px? : &FC`O?L@@t? : &FD`OCL@Ht?
-3.213119e-16, 3.500000e+00, &FE@_?MB_S? : &FD_oW]E??? : &FHaowME???
-3.006901e-16, 3.381966e+00, &FA_o?A?_o? : &FB?o?AB_Q? : &FC`OS@?Oo? : &FD@?[D@OK?
-2.704523e-16, 2.438447e+00, &F@?_GC@`L? : &FA_oWA?ow? : &FA__OAApb? : &FD`OCL@Gs? : &FD`OCHBGq?
-2.590520e-16, 5.500000e+00, &F@?????@_? : &FC@??GB?O?
-2.025171e-16, 2.829914e+00, &F@_OG?@?w? : &FA__GE?_k? : &FA_o?AA_q? : &FC`OSD?Os?
-2.016114e-16, 6.972244e-01, &FFb_}[??n?
-1.652936e-16, 4.000000e+00, &F?_O????o? : &F@?OG?@?W? : &F@_???@@`? : &F@?_GC@_K? : &FA?_GE?_K? : &FA__?AA_a? : &FA?_O?Ao_? : &FA__OAAoa? : &FB???AAD`? : &FA?OOH?W_? : &FB`ow[???? : &FB`ow[A?A? : &FC`?SD?Oc? : &FD@?CGBGO? : &FD@OCHBGQ? : &FD@?CD?H`? : &FE?_KQOOO? : &FE?_SCQoa? : &FEB??KF_o? : &FD@OAIAcc? : &FIAGGGa_a? : &FIAgIGaga?
-1.639906e-16, 2.585786e+00, &FB@OWBBOY?
-1.493711e-16, 2.000000e+00, &F?_OGC??{? : &F@?OGCB?]? : &F@_OG?@@x? : &F@_oG?@`x? : &F@_oW?@ow? : &F@_oW?@px? : &F?????@{}? : &FA__GEA_m? : &FA_o?AA`r? : &FB_o?AB`r? : &FA?oWE?p\? : &FA_O??F@r? : &FB_O?AFDr? : &FA?oWM?w[? : &FA?oWM?x\? : &FB_o?AFdr? : &FA???A@{}? : &FB`o?BB_q? : &FA_o?@B@r? : &FB`o?BB`r? : &FB`OWB@Ow? : &FB`o?BD`q? : &FB`o?BFdr? : &FB`oWNE??? : &FA@??B@{}? : &FB`_gB`Oo? : &F?_OGBrxw? : &FC`OSDAOu? : &FD`?[D@Pl? : &FC`?GL@@l? : &FD`?KL@Hl? : &FD`oCHBgq? : &FD`?[L@Xl? : &FC@?C@@{}? : &FE`oCN?gs? : &FF@oCNBgU? : &FE@?CB@{}? : &FC@o{@aoY? : &FC@O[?a`Z? : &FC@o{@apZ? : &FC@o{@cpY? : &FC@o{@etZ? : &FD`o{Le??? : &FC@?c@`{}? : &FF_?CYRDd? : &FF_?C]THe? : &FF_?C]VLf? : &FC???Q@{}? : &FF_o[]U??? : &FE??CQP{}? : &FF@oCLRgq? : &FF`o{[A?A? : &FC_OCFrxs? : &FC@?AA@{}? : &FEB?EB@{}? : &FCaOEFrxs? : &F???FF`o{? : &F???FJbwy? : &F???FJbs{? : &FJaGqAbDh? : &FJaGyAdPi? : &FJaGyAfTj? : &FGA?aA@{}? : &FJawyMe??? : &FIAGaA`{}? : &FJbwy[A?A? : &FNfoo?aDH? : &FNfow?cPI? : &FNfow?eTJ? : &F??KuBbdx? : &F??KuNbdx? : &FJbs{[A?A? : &FMeo?@rXK?
-1.420231e-16, 1.892904e+00, &F@__GC@`l? : &FA_oOAApr?
-9.383148e-17, 5.190983e+00, &FA?_??B?O?
-5.608641e-17, 5.000000e+00, &F?_?????_? : &F@?O??@?O? : &F@?O???__? : &F@_oWKE??? : &FA?_GA?_G? : &FA?_??A__? : &FA?_GA?OO? : &FA?OO@@?G? : &FC@?OD?O_? : &FC@?OD@?G? : &FC?_GQ?OO?
-7.155070e-30, 1.324869e+00, &FB`oWBBoy? : &FF@oCFFdV?
-1.208289e-30, 1.697224e+00, &FB_oOABpr? : &FB@OWBBPZ? : &FB@OWBFTZ? : &FE`oCNAgu?
0.000000e+00, 0.000000e+00, &F?????@|~? : &FA???A@|~? : &FA@??B@|~? : &FA@?_B`|~? : &FB`ow[??~? : &F????Brx~? : &F????Bv|~? : &FC@?C@@|~? : &FE@?CB@|~? : &FC@?c@`|~? : &FC???Q@|~? : &FE??CQP|~? : &FE@?CRP|~? : &FF`o{[??~? : &FC??CBrx~? : &FC??CBv|~? : &FC@?AA@|~? : &FEB?EB@|~? : &FEB?ERP|~? : &FFbo}[??~? : &FCA?EBrx~? : &FCA?EBv|~? : &FFbpw???~? : &FFbpwG?G~? : &F???FNbx~? : &F???FNf{}? : &FFbp~Ne??? : &FFbpw?@|~? : &F???FNf|~? : &F???F^tx}? : &F???F^v|~? : &FGA?aA@|~? : &FIAGaA`|~? : &FJbwy[??~? : &FGAGABrx~? : &FGAGABv|~? : &FNbw}[??~? : &FK?G`QP|~? : &FM?HCQ`|~? : &FM?HdQp|~? : &FG?@CBv|~? : &FK?HDBv|~? : &FG?GF^tx}? : &FG?GF^v|~? : &FNfo_?CO~? : &FNfoo?cS~? : &F??KmFFp~? : &F??K}Fft~? : &FNfO_?`\~? : &FNfo_?`|~? : &F??K}Nf|~? : &FNfo?Brw}? : &FNf{}[A?A? : &FMeo?@rX~? : &FNf{}[??~? : &FNfo?Btx}? : &FNfo?Bv|~? : &F??L~^D`q? : &F??L~Zrt|? : &F??L~^tx}? : &F??L~^v|~?
0.000000e+00, 5.857864e-01, &F???FNbw}? : &FNbw}[A?A?
0.000000e+00, 6.909830e-01, &F??LvVfl|?
0.000000e+00, 1.500000e+00, &F????Btx}? : &FC??CBtx}? : &FCA?EBtx}? : &FGAGABtx}? : &FN?HlMU\j? : &FG?@CBtx}? : &FK?HDBtx}?
-0.000000e+00, 3.000000e+00, &F?_OG???w? : &F@?OGC@?[? : &F@_O??@@p? : &F@_o??@_o? : &F@?_GCB_M? : &F@_o??@`p? : &FA__GAA_i? : &FA?oWA?oW? : &FA__OEAoe? : &FA?oWA?pX? : &FA?OGCD?[? : &FB?OGEDC[? : &FB_??AD@a? : &FB_??AFDb? : &FB_oWME??? : &FB@OWB@OW? : &FA`OOJ?Wo? : &FA`OOJAWq? : &FB@OWB?og? : &FB@OWA_oo? : &F????Bpw{? : &FC@OGHB?Y? : &FD@OKHBGY? : &FD`?CH@@c? : &FD`?CL@Hd? : &FD`o[LE??? : &FE`_CDFcd? : &FC?oWQ?oW? : &FE?o[QOoW? : &FE__SQAoc? : &FE__SUQoe? : &FC?oWQ?pX? : &FE?o[QOpX? : &FEB??KF`p? : &FD`oYME??? : &FEB??[V`p? : &FFbpwC??C? : &FFbpwCA?E? : &FFbpwGAGA? : &FFbpwG?@C? : &FFbpwK?HD? : &FIaG_IA_g? : &FIaGgIa_i? : &FIagaIAgg? : &FIagiIagi? : &FHaoyME??? : &FM?H_[VPh? : &FM?GXWfHe?
0.000000e+00, 7.000000e+00, &F?????????
5.620128e-17, 1.000000e+00, &F?_OGCA?}? : &F???????~? : &F@_OGC@@|? : &F@????@?~? : &F@_oGC@`|? : &F@?_??@_~? : &F@_oWC@p|? : &F@?_O?@o~? : &F@_oWK@w{? : &F@_oWK@x|? : &F@?_OG@w~? : &FA_oGAA`z? : &FA?_?A?_~? : &FB_oGAB`z? : &FB?_?A@_~? : &FA_oWAApz? : &FA?_OA?o~? : &FA_OG?F@z? : &FB_OGAFDz? : &FA????D?~? : &FB???ADC~? : &FB_oWABpz? : &FB?_OA@o~? : &FA?_OI?w~? : &FB_oGAFdz? : &FB?_?ADc~? : &FB_oWAFsy? : &FB_oWAFtz? : &FB?_OADs~? : &FA_oG@B@z? : &FB`oGBB`z? : &FA?_?@@?~? : &FB@_?B@_~? : &FB`OWBBPz? : &FB@?OB@O~? : &FA@?OJ?W~? : &FB`oWBBpz? : &FB@_OB@o~? : &FB`oGBFdz? : &FB@_?BDc~? : &FB`OWBFTz? : &FB@?OBDS~? : &FB`oWBFtz? : &FB@_OBDs~? : &FB`owB`ow? : &FB`owBboy? : &FB`ooBbpr? : &FB`owBbpz? : &FB@_oB`o~? : &FB`owBdpy? : &FB`owBftz? : &FB@_oBds~? : &F????Brw}? : &FB`owW??z? : &FC@?S@?O~? : &FD@?S@@O~? : &FC`O?LB@v? : &FD`OCLBHv? : &FC@??H@?~? : &FD@?CH@G~? : &FD`oCLBhv? : &FD@_CH@g~? : &FD@?SH@W~? : &FD`oCLFku? : &FD`oCLFlv? : &FD@_CHDk~? : &FC`O?MA`v? : &FE`oCNAhv? : &FC@??I?_~? : &FE@_CJ?g~? : &FF`oCNBhv? : &FF@_CJ@g~? : &FF`oCFFdv? : &FF@_CBDc~? : &FF`oCNFlv? : &FF@_CJDk~? : &FC@?S?__~? : &FC@_s@_o~? : &FC@_s@cs~? : &FC?_OQ?o~? : &FE?_SQOo~? : &FE_OCKVDv? : &FF_OCUFHv? : &FF_OC]VLv? : &FE??CGTC~? : &FF??CQDG~? : &FF??CYTK~? : &FD_o?]Flv? : &FF_oC]Vlv? : &FD?_?YDk~? : &FF?_CYTk~? : &FF`oC^Rgu? : &FF`oCZRhr? : &FF@_?^Rhb? : &FF`_C^Rhf? : &FF`oC^Rhv? : &FF@_CZPg~? : &FF`oC^Thu? : &FF`oC^Vlv? : &FF@_CZTk~? : &FC??CBrw}? : &FF`os[??v? : &FFboEJBcs? : &FFboENFku? : &FD`oAMFlv? : &FFboENFlv? : &FD@_AIDk~? : &FFB_EJDk~? : &FFbo]NE??? : &FFboEZRdt? : &FFboE^Thu? : &FFboE^Vlv? : &FFB_ERDg~? : &FFB_EZTk~? : &FFbo}[A?A? : &FCA?EBrw}? : &FFbou[??v? : &F???FFbo}? : &F???FN`x|? : &F???FZrt|? : &FGA?_I?_~? : &FIAG_I__~? : &FIAgaI_g~? : &FIAGQ?dC~? : &FJAGaADO~? : &FJAGqAdS~? : &FGAGABrw}? : &FN?H[]e\m? : &FN_HcYFPk? : &FN_HtUfLl? : &FN_H|YrTl? : &FN_H|]tXm? : &FN_H|]v\n? : &FK?@_YDO~? : &FM?HSWtS~? : &FN?HdITS~? : &FN?HtQdW~? : &FN?HtYt[~? : &FG?GFZrt|? : &F??K}Bdpy? : &F??K}Bftz? : &FNf__?COn? : &FNf_o?cSn? : &F?_K}Fft_? : &F??LvVplz?
6.413982e-17, 3.819660e-01, &FNbw}W??z?
7.583597e-17, 2.785680e+00, &F@__GC@_k? : &FA_oOAAoq?
8.191945e-17, 4.500000e+00, &FE???WF@c? : &FIA?q?F@g?
9.714451e-17, 2.607244e+00, &FA_oOA?pp?
1.457168e-16, 2.518806e+00, &F@_oG?@_w? : &FB_o?A@`p? : &FA?oWE?o[? : &FD`?KL@Gk?
2.146392e-16, 5.188057e-01, &FFbo}W??z? : &F??K}Ffs}?
2.590520e-16, 1.585786e+00, &FB?oWABpZ? : &FD`_CLBhf? : &FF`o[NE???
2.738550e-16, 3.267949e+00, &FA_oOA?oo?
3.882618e-16, 1.721586e+00, &FB`OWBBOy?
3.885781e-16, 1.731185e+00, &FB_oGAB_y?
4.269005e-16, 1.657077e+00, &FD`oCHBhr?
5.181041e-16, 1.885092e+00, &FB_oGA@`x?
5.181041e-16, 1.763932e+00, &F@_oGC@_{? : &F@_oOC@pt? : &FA_oWAAoy? : &FB_OGAFCy? : &FB_oWA@px? : &FB__GAFdj? : &FB`oGB@_w? : &FB`oOBBoq? : &FD`OCLBGu? : &FD`oCL@ht?
8.683384e-16, 2.108780e+00, &FB@OOBBPR?
1.036208e-15, 1.631351e+00, &FB`oGBB_y? : &FB`OOBFTr?
1.036208e-15, 1.485863e+00, &F@_oWC@o{? : &FB_oGAFcy? : &FB`oGBFcy? : &FF`oCBD`q? : &FF`oCBFdr?
1.068590e-15, 2.186393e+00, &FB_oGA@_w?
1.479388e-15, 2.500000e+00, &FFBOCLFcs? : &FFBOCLFgq? : &F???FJ`p{? : &F?_KmFFp_? : &F??KmFFps? : &F??LeZFp{?
1.980623e-01, 3.198062e+00, &FD@O[@@OW?
2.253771e-01, 2.771672e+00, &FB?oGE@_[? : &FD@O[@BOY?
2.603227e-01, 2.665799e+00, &FA_oOE?os?
2.679492e-01, 1.000000e+00, &FE@_SB?o~?
2.679492e-01, 2.585786e+00, &F@__OCBoe? : &FA_oOIAwq? : &FA`?WJAWi? : &FD@O[HBWY?
2.765199e-01, 2.422775e+00, &FA`OWJ?Ww? : &FE_oSUOos?
2.955322e-01, 1.903493e+00, &F@__GCB_m? : &FA_oOEAou? : &FA`OWJAWy? : &FC_oOUAou? : &FE_oSUQou?
3.003719e-01, 2.539495e+00, &FD`OSD@Os?
3.217196e-01, 2.371349e+00, &FA__OE?pd? : &FD`OS@BOq?
3.248691e-01, 1.000000e+00, &FB@?OJ@W~? : &FD@_cH`g~?
3.403210e-01, 2.340321e+00, &FA`?OJAXb? : &FE_oSQOpp?
3.588135e-01, 2.224287e+00, &FA_oWI?ww? : &FA@?WNAWM? : &FE`oSBAoq? : &FC`osD_os? : &FE__SUOpd? : &FIawiI_gw?
3.679121e-01, 1.877172e+00, &FB__GEB_m? : &FD`OSDBOu?
3.765102e-01, 5.099031e+00, &FC@?OE?_G?
3.819660e-01, 1.000000e+00, &FD@_S@@o~?
3.819660e-01, 2.585786e+00, &FC`O[@?Ow? : &FD@O[D@O[? : &FD`OS@@Pp?
3.819660e-01, 1.835752e+00, &FA_oGE?_{? : &FC`O[D?O{?
3.819660e-01, 2.381966e+00, &FE@o[BAoY?
3.819660e-01, 2.000000e+00, &FEA?eA`{}?
3.819660e-01, 0.000000e+00, &FEA?eA`|~?
3.819660e-01, 2.139194e+00, &FD`O[@@Ow?
3.862290e-01, 1.867400e+00, &FB`OOFBOu?
3.888871e-01, 2.069677e+00, &FE`oSF?os?
3.905038e-01, 1.863306e+00, &FE`oSFAou?
3.983209e-01, 1.738198e+00, &F@?_GCB`N? : &FA__OEApf? : &FB_OGEDC{? : &FA`OOJAXr? : &FB`?WN@Xl? : &FD`OKHBGy? : &FC`o{@_ow? : &FD@o{@boY? : &FD`ocL`ht? : &FE_o[QOpx? : &FC__OUApf? : &FE__SUQpf? : &FGaoiIAgy? : &FIawiIagy?
4.116360e-01, 1.818057e+00, &FA_oOE?pt?
4.130940e-01, 1.000000e+00, &FD@_c@dc~?
4.160362e-01, 1.812116e+00, &FD`O[@@Px?
4.221105e-01, 1.716501e+00, &FA_oWI?xx? : &FD`OSL@Xt?
4.330490e-01, 1.699350e+00, &FA_oWE?o{? : &FD`OKL@G{?
4.374064e-01, 1.670969e+00, &FD`O[D@O{?
4.375988e-01, 1.645183e+00, &FD`_[D@pl?
4.384472e-01, 1.585786e+00, &FC`o{@aoy? : &FC`os@etr?
4.384472e-01, 1.000000e+00, &FA@?OJC[~? : &FD@_s@`o~? : &FD@?cHdK~? : &FJAgqA`o~? : &FJAgaI`g~?
4.423876e-01, 1.442388e+00, &FA_oWM?w{? : &FD`O[L@W{? : &FC`o{@esy? : &FHaOyAFSy? : &FJaWyAfSy?
