0.000000e+00, 1.585786e+00, &DECCK?
0.000000e+00, 2.000000e+00, &DAC?K? : &DCCKE? : &DE?CX? : &DCCAX? : &DIIII? : &DKAHX?
0.000000e+00, 3.000000e+00, &DA??G? : &DCCCC? : &DCCAG? : &DGGIG?
0.000000e+00, 3.500000e+00, &DC??W?
0.000000e+00, 5.000000e+00, &D?????
2.220446e-16, 1.719224e+00, &DEGC[?
2.256836e-16, 1.000000e+00, &DACGM? : &DECC\? : &DEKEK? : &DEKE\? : &DMASY? : &DMA\Z?
3.330669e-16, 2.219224e+00, &DCC?[?
3.819660e-01, 1.381966e+00, &DIMAK?
4.293319e-01, 1.686901e+00, &DGKIK?
5.000000e-01, 2.500000e+00, &DGGG[?
5.000000e-01, 2.000000e+00, &DCGIY?
5.188057e-01, 8.299135e-01, &DECKM? : &DIMIM?
5.483940e-01, 2.145362e+00, &DCCII?
5.483940e-01, 2.000000e+00, &DKEHK?
5.857864e-01, 1.585786e+00, &DKC\K?
6.492189e-01, 1.149219e+00, &DCCG]? : &DIIG]?
6.909830e-01, 3.190983e+00, &DGGKC?
6.909830e-01, 1.848612e+00, &DIGKK?
6.972244e-01, 6.972244e-01, &DEGMZ?
7.447212e-01, 8.706072e-01, &DIC[M?
7.752551e-01, 1.775255e+00, &DKEII?
8.299135e-01, 5.188057e-01, &DEKMM? : &DME\M?
8.438850e-01, 1.054401e+00, &DEGK]? : &DECMJ?
8.486122e-01, 1.104356e+00, &DIGK\?
8.602738e-01, 1.089955e+00, &DCCIZ? : &DKEH\?
8.706072e-01, 7.447212e-01, &DMES]?
8.819660e-01, 1.881966e+00, &DKGK[? : &DKCMH? : &DEICU?
9.611582e-01, 9.611582e-01, &DKEIZ? : &DIIKV?
1.000000e+00, 1.776357e-15, &DACG^? : &DECK^? : &DEKM^? : &DIMI^? : &DIC[^? : &DME\^?
1.000000e+00, 1.381966e+00, &DEGLK?
1.000000e+00, 2.500000e+00, &DCGH[?
1.000000e+00, 1.219224e+00, &DKKMK?
1.000000e+00, 1.000000e+00, &DEGL\?
1.000000e+00, 2.000000e+00, &DKIH[? : &DKEQY?
1.054401e+00, 8.438850e-01, &DMIK]? : &DMEMJ?
1.085786e+00, 1.085786e+00, &DKG\[? : &DKC^H?
1.089955e+00, 8.602738e-01, &DMIL\? : &DKVII?
1.104356e+00, 8.486122e-01, &DKC]Z?
1.104356e+00, 1.604356e+00, &DKUIK?
1.149219e+00, 6.492189e-01, &DEKU]? : &DMI\]?
1.219224e+00, 1.000000e+00, &DKMI]?
1.381966e+00, 1.000000e+00, &DKMJ\?
1.381966e+00, 1.381966e+00, &DKMME? : &DKLMI?
1.381966e+00, 3.819660e-01, &DMMMM?
1.500000e+00, 1.500000e+00, &DKYI[? : &DKNAY?
1.585786e+00, 5.857864e-01, &DMYMK?
1.585786e+00, -4.440892e-15, &DMMM^?
1.604356e+00, 1.104356e+00, &DKUI\?
1.686901e+00, 4.293319e-01, &DMMU]?
1.719224e+00, 0.000000e+00, &DKK^\?
1.775255e+00, 7.752551e-01, &DKK]]?
1.848612e+00, 6.909830e-01, &DKUZ\?
1.881966e+00, 8.819660e-01, &DKUY]? : &DKYZ[? : &DKNH]?
2.000000e+00, 0.000000e+00, &DEK^M? : &DEK^^? : &DMM^^? : &DM^MM? : &DILK^? : &DKVZZ?
2.000000e+00, 5.000000e-01, &DMZK]?
2.000000e+00, 5.483940e-01, &DMUML?
2.000000e+00, 1.000000e+00, &DKZH[? : &DKVQY?
2.145362e+00, 5.483940e-01, &DMZL\?
2.219224e+00, -8.881784e-16, &DMZ\]?
2.500000e+00, 5.000000e-01, &D\YZ[?
2.500000e+00, 2.500000e+00, &DWW[[?
2.500000e+00, 1.000000e+00, &D\ZH[?
3.000000e+00, -2.664535e-15, &DM^M^? : &DM^U]? : &DM^^^? : &D^ZL\?
3.190983e+00, 6.909830e-01, &D\UZ\?
3.500000e+00, 1.776357e-15, &D^^U]?
5.000000e+00, -4.440892e-15, &D^^^^?
